Name,Super,Abstract,Persistent,Final,Deprecated,Hidden,SqlTable,System,Ensemble
%Standards.AU.eHealth.SMD.EncryptedPayloadDataType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Standards.AU.eHealth.SMD.EncryptedPayloadType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Standards.AU.eHealth.SMD.KeyListType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Standards.AU.eHealth.SMD.SignatureListType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Standards.AU.eHealth.SMD.SignedPayloadDataType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Standards.AU.eHealth.SMD.SignedPayloadType,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%Stream.FileBinary,%Stream.Object,,,,,,,,
%Stream.FileBinaryGzip,%Stream.FileBinary,,,,,,,,
%Stream.FileCharacter,%Stream.FileBinary,,,,,,,,
%Stream.FileCharacterGzip,%Stream.FileCharacter,,,,,,,,
%Stream.GblBinCompress,%Stream.GblChrCompress,,,,,,,,
%Stream.GblChrCompress,%Stream.GlobalCharacter,,,,,,,,
%Stream.GlobalBinary,%Stream.GlobalCharacter,,,,,,,,
%Stream.GlobalCharacter,%Stream.TmpCharacter,,,,,,,,
%Stream.Interface,%Library.RegisteredObject,,,,,,,,
%Stream.GlobalCharacterSearchable,%Stream.GlobalCharacter,,,,,,,,
%Stream.MethodGenerator,%Stream.GlobalCharacter,,,,,,,,
%Stream.NullBinary,%Library.AbstractStream,,,,,,,,
%Stream.Object,%Library.RegisteredObject,TRUE,,,,,,,
%Stream.NullCharacter,%Library.AbstractStream,,,,,,,,
%Stream.TmpBinary,%Stream.TmpCharacter,,,,,,,,
%Stream.TmpCharacter,%Stream.Object,,,,,,,,
%Studio.AbstractDocument,%Library.AbstractStream,TRUE,,,,,,,
%Studio.BreakPoint,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio.BreakPoint,,
%Studio.ClassMgr,,,,,,,,,
%Studio.Extension.Base,%Library.RegisteredObject,,,,,,,,
%Studio.Debugger,%Library.RegisteredObject,,,,,,,,
%Studio.Extension.Menu,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio_Extension.Menu,,
%Studio.Extension.MenuBase,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio_Extension.MenuBase,,
%Studio.Extension.Projection,%Projection.AbstractProjection,,,,,,,,
%Studio.General,,,,,,,,,
%Studio.Extension.MenuItem,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%Studio.Global,%Library.RegisteredObject,,,,,,,,
%Studio.Package,%Library.Persistent,,TRUE,,,,%Studio.Package,,
%Studio.OpenDialogItems,%Library.Persistent,,TRUE,,,,%Studio.OpenDialogItems,,
%Studio.ProjectItem,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio.ProjectItem,,
%Studio.SASchema,,TRUE,,,,,,,
%Studio.SASchemaClass,%Studio.SASchema,TRUE,,,,,,,
%Studio.SASchemaFile,%Studio.SASchema,,,,,,,,
%Studio.SASchemaUtil,%Library.RegisteredObject,,,,,,,,
%Studio.Project,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio.Project,,
%Studio.SourceControl.Base,%Studio.Extension.Base,,,,,,,,
%Studio.SourceControl.CCREventHandler,%Library.RegisteredObject,,,,,,,,
%Studio.SourceControl.File,%Studio.SourceControl.Base,,,,,,,,
%Studio.SourceControl.Change,%Library.Persistent,,TRUE,,,,%Studio_SourceControl.Change,,
%Studio.SourceControl.Interface,,,,,,,,,
%Studio.SourceControl.ISC,%Studio.SourceControl.Base,,,,,,,,
%Studio.SourceControl.ItemSet,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio_SourceControl.ItemSet,,
%Studio.SourceControl.ItemSetWS,%SOAP.WebClient,,,,,,,,
%Studio.SourceControl.ItemSetWS.InvokeWebMethod,%SOAP.ProxyDescriptor,,,,,,,,
%Studio.SourceControl.UI,%CSP.StudioTemplateSuper,,,,,,,,
%Studio.Template.HTMLAttribute,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio_Template.HTMLAttribute,,
%Studio.Template.HTMLElement,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio_Template.HTMLElement,,
%Studio.TimeStamp,%Library.TimeStamp,,,,,,,,
%Studio.WatchPoint,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio.WatchPoint,,
%Studio.WatchVariable,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%Studio.WatchVariable,,
%TSQL.FileLineBuffer,%TSQL.LineBuffer,,,,,TRUE,,,
%TSQL.Impl,%Library.RegisteredObject,,,,,,,,
%TSQL.Manager,,TRUE,,,,,,,
%TSQL.LineBuffer,%Library.RegisteredObject,TRUE,,,,TRUE,,,
%TSQL.StreamLineBuffer,%TSQL.LineBuffer,,,,,TRUE,,,
%TSQL.StreamLineBufferWF,%TSQL.LineBuffer,,,,,TRUE,,,
%TSQL.ResultSet,%Library.ResultSet,,,,,TRUE,,,
%TSQL.SysFunc,%Library.RegisteredObject,,,,,TRUE,,,
%TSQL.Transformer,%Library.RegisteredObject,,,,,TRUE,,,
%TSQL.sys.cacheMsgXRef,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,TRUE,%TSQL_sys.cacheMsgXRef,,
%TSQL.sys.columns,%Library.Persistent,,TRUE,,,,%TSQL_sys.columns,,
%TSQL.sys.constraints,%Library.Persistent,,TRUE,,,,%TSQL_sys.constraints,,
%TSQL.sys.indexes,%Library.Persistent,,TRUE,,,,%TSQL_sys.indexes,,
%TSQL.sys.log,%Library.RegisteredObject,,,,,,,,
%TSQL.sys.keys,%Library.Persistent,,TRUE,,,,%TSQL_sys.keys,,
%TSQL.sys.messages,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,TRUE,%TSQL_sys.messages,,
%TSQL.sys.messagesXRef,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,TRUE,%TSQL_sys.messagesXRef,,
%TSQL.sys.objects,%Library.Persistent,,TRUE,,,,%TSQL_sys.objects,,
%TSQL.sys.processes,,,,,,,,,
%TSQL.sys.procedure,%Library.Persistent,,TRUE,,,,%TSQL_sys.procedure,,
%TSQL.sys.snf,%Library.Persistent,,TRUE,,,TRUE,%TSQL_sys.snf,,
%Text.English,%Text.Text,,,,,,,,
%TSQL.sys.types,%Library.Persistent,,TRUE,,,,%TSQL_sys.types,,
%Text.French,%Text.Text,,,,,,,,
%Text.German,%Text.Text,,,,,,,,
%Text.Italian,%Text.Text,,,,,,,,
%Text.Japanese,%Text.Text,,,,,,,,
%Text.Portuguese,%Text.Text,,,,,,,,
%Text.Spanish,%Text.Text,,,,,,,,
%Text.Text,%Library.String,,,,,,,,
%UMLS.DefaultMappings,%Library.RegisteredObject,,,,,TRUE,,,
%UMLS.Install.CBuilder,%iKnow.Objects.dd.Builder,,,,,TRUE,,,
%UMLS.Caches.Hier,%Library.Persistent,,TRUE,,,TRUE,%UMLS_Caches.Hier,,
%UMLS.Install.SystemUtils,%Library.RegisteredObject,,,,,TRUE,,,
%UMLS.Install.Scripts,%Library.Persistent,,TRUE,,,TRUE,%UMLS_Install.Scripts,,
%UMLS.TFIDF,%Library.RegisteredObject,,,,,TRUE,,,
%UMLS.Install.Utils,%Library.RegisteredObject,,,,,,,,
%UMLS.Utils,%Library.RegisteredObject,,,,,,,,
%UMLS.config.CollectionOfDef,%Library.SerialObject~%XML.Adaptor,,,,,TRUE,,,
%UMLS.lex.LNORM,%Library.Persistent,,TRUE,,,,%UMLS_lex.LNORM,,
%UMLS.config.STYDef,%Library.SerialObject~%XML.Adaptor~%ZEN.DataModel.Adaptor,,,,,TRUE,,,
%UMLS.lex.LRABR,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRABR,,
%UMLS.lex.LRAGR,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRAGR,,
%UMLS.lex.LRCMP,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRCMP,,
%UMLS.lex.LRFIL,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRFIL,,
%UMLS.lex.LRFLD,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRFLD,,
%UMLS.lex.LRMOD,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRMOD,,
%UMLS.lex.LRNOM,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRNOM,,
%UMLS.lex.LRPRN,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRPRN,,
%UMLS.lex.LRPRP,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRPRP,,
%UMLS.lex.LRSPL,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRSPL,,
%UMLS.lex.LRTRM,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRTRM,,
%UMLS.lex.LRTYP,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRTYP,,
%UMLS.lex.LRWD,%Library.Persistent,,TRUE,,,,%UMLS_lex.LRWD,,
%UMLS.meta.AMBIGLUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.AMBIGLUI,,
%UMLS.meta.AMBIGSUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.AMBIGSUI,,
%UMLS.meta.CUICOLL,%Library.Persistent,,TRUE,,,,%UMLS_meta.CUICOLL,,
%UMLS.meta.DELETEDCUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.DELETEDCUI,,
%UMLS.meta.DELETEDLUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.DELETEDLUI,,
%UMLS.meta.DELETEDSUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.DELETEDSUI,,
%UMLS.meta.MERGEDCUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.MERGEDCUI,,
%UMLS.meta.MERGEDLUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.MERGEDLUI,,
%UMLS.meta.MRAUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRAUI,,
%UMLS.meta.MRCOLS,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRCOLS,,
%UMLS.meta.MRCONSO,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRCONSO,,
%UMLS.meta.MRCUI,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRCUI,,
%UMLS.meta.MRDEF,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRDEF,,
%UMLS.meta.MRDOC,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRDOC,,
%UMLS.meta.MRFILES,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRFILES,,
%UMLS.meta.MRHIER,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRHIER,,
%UMLS.meta.MRHIST,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRHIST,,
%UMLS.meta.MRMAP,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRMAP,,
%UMLS.meta.MRRANK,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRRANK,,
%UMLS.meta.MRREL,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRREL,,
%UMLS.meta.MRSAB,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRSAB,,
%UMLS.meta.MRSAT,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRSAT,,
%UMLS.meta.MRSMAP,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRSMAP,,
%UMLS.meta.MRSTY,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRSTY,,
%UMLS.meta.MRXNS,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXNS_ENG,,
%UMLS.meta.MRXNW,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXNW_ENG,,
%UMLS.meta.MRXNWCOLL,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXNWCOLL,,
%UMLS.meta.MRXWBAQ,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_BAQ,,
%UMLS.meta.MRXWCZE,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_CZE,,
%UMLS.meta.MRXWDAN,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_DAN,,
%UMLS.meta.MRXWDUT,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_DUT,,
%UMLS.meta.MRXWENG,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_ENG,,
%UMLS.meta.MRXWFIN,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_FIN,,
%UMLS.meta.MRXWFRE,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_FRE,,
%UMLS.meta.MRXWGER,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_GER,,
%UMLS.meta.MRXWHEB,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_HEB,,
%UMLS.meta.MRXWHUN,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_HUN,,
%UMLS.meta.MRXWITA,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_ITA,,
%UMLS.meta.MRXWJPN,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_JPN,,
%UMLS.meta.MRXWKOR,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_KOR,,
%UMLS.meta.MRXWLAV,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_LAV,,
%UMLS.meta.MRXWNOR,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_NOR,,
%UMLS.meta.MRXWPOL,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_POL,,
%UMLS.meta.MRXWPOR,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_POR,,
%UMLS.meta.MRXWRUS,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_RUS,,
%UMLS.meta.MRXWSCR,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_SCR,,
%UMLS.meta.MRXWSPA,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_SPA,,
%UMLS.meta.MRXWSWE,%Library.Persistent,,TRUE,,,,%UMLS_meta.MRXW_SWE,,
%UMLS.meta.SUICOLL,%Library.Persistent,,TRUE,,,,%UMLS_meta.SUICOLL,,
%UnitTest.DSQL,%Library.RegisteredObject~%UnitTest.Utility,,,,,,,,
%UnitTest.ESQL,%Library.RegisteredObject~%UnitTest.Utility,,,,,,,,
%UnitTest.IKnowRegression,%UnitTest.TestCase,TRUE,,,,TRUE,,,
%UnitTest.ITablesRegression,%UnitTest.TestCase,,,,,,,,
%UnitTest.JDBCSQL,%Library.RegisteredObject~%UnitTest.Utility,,,,,,,,
%UnitTest.ODBCSQL,%Library.RegisteredObject~%UnitTest.Utility,,,,,,,,
%UnitTest.Manager,%Library.RegisteredObject,,,,,,,,
%UnitTest.PMMLRegression,%UnitTest.TestCase,TRUE,,,,TRUE,,,
%UnitTest.Portal.Indices,%UnitTest.Portal.standardPage,,,,,,,,
%UnitTest.Portal.Home,%UnitTest.Portal.standardPage,,,,,,,,
%UnitTest.Portal.TestCase,%UnitTest.Portal.standardPage,,,,,,,,
%UnitTest.Portal.TestMethod,%UnitTest.Portal.standardPage,,,,,,,,
%UnitTest.Portal.TestSuite,%UnitTest.Portal.standardPage,,,,,,,,
%UnitTest.Report,%CSP.Page,TRUE,,,,,,,
%UnitTest.Portal.standardPage,%ZEN.Portal.standardPage,,,,,,,,
%UnitTest.Result.TestAssert,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,,%UnitTest_Result.TestAssert,,
%UnitTest.Result.TestCase,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,,%UnitTest_Result.TestCase,,
%UnitTest.Result.TestInstance,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,,%UnitTest_Result.TestInstance,,
%UnitTest.Result.TestMethod,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,,%UnitTest_Result.TestMethod,,
%UnitTest.SQLDataRegression,%UnitTest.SQLRegression,,,,,,,,
%UnitTest.Result.TestSuite,%Library.Persistent~%XML.Adaptor,,TRUE,TRUE,,,%UnitTest_Result.TestSuite,,
%UnitTest.SetBuilder,%UnitTest.TestCase,TRUE,,,,TRUE,,,
%UnitTest.SQLRegression,%UnitTest.TestCase~%UnitTest.DSQL~%UnitTest.ODBCSQL~%UnitTest.JDBCSQL~%UnitTest.ESQL,,,,,,,,
%UnitTest.TestCacheScript,%UnitTest.TestScript,,,,,,,,
%UnitTest.TSQL,%UnitTest.TestCase~%UnitTest.ODBCSQL,,,,,,,,
%UnitTest.TestCase,%Library.RegisteredObject,,,,,,,,
%UnitTest.TestScript,%UnitTest.TestCase,,,,,,,,
%UnitTest.TestProduction,%UnitTest.TestCase,,,,,,,,
%UnitTest.TestSqlScript,%UnitTest.TestScript,,,,,,,,
%UnitTest.Utility,%Library.RegisteredObject,,,,,,,,
%WebStress.Calls,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Calls,,
%WebStress.Comms.Client.AnyTestsRunning,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client,%SOAP.WebClient,,,,,,,,
%WebStress.Comms.Client.CheckDataValid,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.CheckGeneratorIsRunning,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.CheckGeneratorRunStatus,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.DownloadCode,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.DownloadData,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.GetErrors,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.GetGenID,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.GetMaxRunNumber,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.GetIterationData,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.GetRunData,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.ResetControlData,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.StartDataTransfer,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.StartMonitor,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.TestAuthenticate,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.StartProcs,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.TestStart,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Client.TestStop,%SOAP.ProxyDescriptor,,,,,,,,
%WebStress.Comms.Server.AnyTestsRunning,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.BuildCode,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.CheckDataValid,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server,%SOAP.WebService,,,,,,,,
%WebStress.Comms.Server.CheckGeneratorIsRunning,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.CheckGeneratorRunStatus,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.DownloadData,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.GetGenID,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.GetErrors,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.GetIterationData,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.GetMaxRunNumber,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.GetRunData,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.ResetControlData,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.StartDataTransfer,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.StartMonitor,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.StartProcs,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.TestAuthenticate,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.TestStart,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Comms.Server.TestStop,%SOAP.MsgDescriptor,,,,,,,,
%WebStress.Control.AppServers,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.GeneratorStatus,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Control,,
%WebStress.Control.Processes,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.ValidData.Request,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.Progress,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.ValidData.Response,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.ValidData.Request.Parameters,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.ValidData.Response.Generators,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Control.ValidData.Response.Generators.Data,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.HttpResponse,%Library.RegisteredObject,,,,,,,,
%WebStress.Errors,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Errors,,
%WebStress.Iterations,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Iterations,,
%WebStress.Machines.ApplicationServers,%Library.Persistent~%XML.Adaptor~%WebStress.Utils.Version,,TRUE,,,,%WebStress_Machines.ApplicationServers,,
%WebStress.Machines.Generators,%Library.Persistent~%XML.Adaptor~%WebStress.Utils.Version,,TRUE,,,,%WebStress_Machines.Generators,,
%WebStress.Machines.WebServers,%Library.Persistent~%XML.Adaptor~%WebStress.Utils.Version,,TRUE,,,,%WebStress_Machines.WebServers,,
%WebStress.Playback.Session,%Library.SerialObject~%XML.Adaptor,,,,,,,,
%WebStress.Playback,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Playback,,
%WebStress.Playback.Status,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Playback.Status,,
%WebStress.Portal.AppStats,%CSP.Page,,,,,,,,
%WebStress.Portal.Application,%ZEN.Portal.Application,,,,,,,,
%WebStress.Portal.AppServers,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Encrypt,%CSP.Page,,,,,,,,
%WebStress.Portal.Controller,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Errors,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Generators,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Home,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.NoDelays,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.NoResults,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Record,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.RecordStatus,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Run,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.RunHistory,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.Script,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.ShowUrls,%ZEN.Component.page,,,,,,,,
%WebStress.Portal.Tests,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Portal.WebServers,%WebStress.Portal.standardPage,,,,,,,,
%WebStress.Record,,TRUE,,,,,,,
%WebStress.Portal.standardPage,%ZEN.Portal.standardPage,,,,,,,,
%WebStress.Results.AppServerStats,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.AppServerStats,,
%WebStress.Results.Calls,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.Calls,,
%WebStress.Results.General,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.General,,
%WebStress.Results.Iterations,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.Iterations,,
%WebStress.Results.Parameters,%Library.RegisteredObject,,,,,,,,
%WebStress.Results.PageSummary,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.PageSummary,,
%WebStress.Results.Summary,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Results.Summary,,
%WebStress.Run,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress.Run,,
%WebStress.Scripts,%Library.Persistent~%XML.Adaptor~%ZEN.DataModel.Adaptor,,TRUE,,,,%WebStress.Scripts,,
%WebStress.Scripts.URLS,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Scripts.URLS,,
%WebStress.Scripts.URLS.Parameters,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Scripts_URLS.Parameters,,
%WebStress.Tables.NoDelay,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Tables.NoDelay,,
%WebStress.Tables.NoResults,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Tables.NoResults,,
%WebStress.Tests,%Library.Persistent~%XML.Adaptor~%ZEN.DataModel.Adaptor,,TRUE,,,,%WebStress.Tests,,
%WebStress.Tests.Parameters,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%WebStress_Tests.Parameters,,
%XEP.SQLQuery,%Library.RegisteredObject,,,,,,,,
%WebStress.Utils.Version,%Library.Persistent,,TRUE,,,,%WebStress_Utils.Version,,
%XGEN.AbstractDocument,%XGEN.AbstractNode~%XGEN.AbstractGroup~%Studio.SASchemaClass,TRUE,,,,,,,
%XGEN.AbstractGroup,,TRUE,,,,,,,
%XGEN.AbstractElement,%Library.RegisteredObject~%XML.Adaptor,TRUE,,,,,,,
%XGEN.AbstractNode,%XGEN.AbstractElement,,,,,,,,
%XGEN.Projection,%Projection.AbstractProjection,,,,,,,,
%XGEN.AbstractSequence,%XGEN.AbstractNode~%XGEN.AbstractGroup,TRUE,,,,,,,
%XGEN.PropertyParameters,,,,,,,,,
%XML.Adaptor,,TRUE,,,,,,,
%XML.CatalogParser,%Library.RegisteredObject,,,,,,,,
%XML.CatalogResolver,%Library.RegisteredObject,,,,,,,,
%XML.Catalog,%Library.Persistent~%XML.Adaptor,,TRUE,,,,%XML.XCatalog,,
%XML.Document,%XML.ImportHandler~%XML.Node,,,,,,,,
%XML.DataSet,%Library.ResultSet~%CSP.Page~%XML.Adaptor,,,,,,,,
%XML.Element,%Library.RegisteredObject,,,,,,,,
%XML.ElementExtension,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%XML.Exchange.Adaptor,%XML.Adaptor,TRUE,,,,,,,
%XML.Exchange,%Library.RegisteredObject,TRUE,,,,,,,
%XML.Exchange.ChangeControlInterface,,,,,,,,,
%XML.Exchange.ChangeControlBase,%Library.RegisteredObject,,,,,,,,
%XML.Exchange.Metadata,%Library.RegisteredObject~%XML.Adaptor,,,,,,,,
%XML.Exchange.Reader,%XML.Reader,,,,,,,,
%XML.GUID,%Library.String,,,,,,,,
%XML.FileCharacterStream,%Library.FileCharacterStream,,,,,,,,
%XML.Id,%Library.String,,,,,,,,
%XML.Implementation,%Library.RegisteredObject,,,,,,,,
%XML.GlobalCharacterStream,%Library.GlobalCharacterStream,,,,,,,,
%XML.ImportHandler,%XML.SAX.ContentHandler,,,,,,,,
%XML.Namespaces,%Library.RegisteredObject,,,,,,,,
%XML.Oid,%Library.String,,,,,,,,
%XML.PropertyParameters,,,,,,,,,
%XML.Node,%Library.RegisteredObject,,,,,,,,
%XML.Reader,%Library.RegisteredObject,,,,,,,,
%XML.SAX.ContentHandler,%Library.RegisteredObject,TRUE,,,,,,,
